Unit_ID,Region,Equipment_Type,Equipment_Quantity,Maintenance_Status,Fuel_Consumption_Litres,Supply_Requests,Delivery_Date,Delivery_Status,Personnel_Count,Operational_Readiness,Monthly_Cost_INR,Fuel_Consumption_Litres_was_missing,Personnel_Count_was_missing,Maintenance_Status_was_missing,Delivery_Status_was_missing,Fuel_Consumption_Litres_outlier,Monthly_Cost_INR_outlier,Delivery_Month,Cost_Per_Personnel,Readiness_Band
Unit-118,Eastern Command,Communication Equipment,194,Decommissioned,2108.2,9,2026-07-15,Delayed,783.0,0.76,174189.09,False,False,False,False,False,False,2026-07,222.46,Moderate
Unit-124,Eastern Command,Medical Unit,140,Under Maintenance,4848.6,40,2026-03-02,In Transit,275.0,0.98,461725.1,False,False,False,False,False,False,2026-03,1679.0,High
Unit-100,Northern Command,Transport Vehicle,4,Operational,1975.3,19,2026-07-06,Delayed,518.0,0.77,824884.77,False,False,False,False,False,False,2026-07,1592.44,Moderate
Unit-118,Central Command,Transport Vehicle,142,Under Maintenance,2724.0,8,2026-07-08,Delivered,418.0,0.41,3537507.31875,False,False,False,False,False,True,2026-07,8462.94,Low
Unit-100,Western Command,Engineering Equipment,243,Decommissioned,3883.4,24,2026-02-11,Delayed,424.5,0.41,574370.4,False,True,False,False,False,False,2026-02,1353.05,Low
Unit-100,Central Command,Engineering Equipment,48,Awaiting Parts,2204.5,26,2026-02-25,Delayed,161.0,0.91,1328049.2,False,False,False,False,False,False,2026-02,8248.75,High
Unit-115,Western Command,Communication Equipment,170,Operational,1853.9,33,2026-02-17,In Transit,463.0,0.52,1689393.9,False,False,False,False,False,False,2026-02,3648.8,Low
Unit-112,Southern Command,Communication Equipment,40,Operational,4623.1,8,2026-01-11,Cancelled,320.0,0.85,2193062.7,False,False,False,False,False,False,2026-01,6853.32,High
Unit-127,Northern Command,Communication Equipment,91,Under Maintenance,2118.7,40,2026-05-18,In Transit,662.0,0.5,1598959.18,False,False,False,False,False,False,2026-05,2415.35,Low
Unit-127,Western Command,Transport Vehicle,17,Decommissioned,1295.7,15,2026-05-10,Delayed,685.0,0.89,1650650.05,False,False,False,False,False,False,2026-05,2409.71,High
Unit-127,Northern Command,Artillery Support,22,Operational,257.2,40,2026-04-03,Unknown,482.0,0.74,1588029.42,False,False,False,True,False,False,2026-04,3294.67,Moderate
Unit-127,Northern Command,Communication Equipment,118,Under Maintenance,3135.3,30,2026-03-19,Delivered,741.0,0.57,1682292.18,False,False,False,False,False,False,2026-03,2270.3,Low
Unit-124,Central Command,Medical Unit,158,Operational,2208.2,17,2026-05-03,Delayed,161.0,0.87,1963415.38,False,False,False,False,False,False,2026-05,12195.13,High
Unit-127,Eastern Command,Medical Unit,92,Decommissioned,2481.2,4,2026-08-03,In Transit,199.0,0.57,680971.14,True,False,False,False,False,False,2026-08,3421.97,Low
Unit-106,Western Command,Transport Vehicle,126,Awaiting Parts,2522.1,7,2026-04-18,Delivered,716.0,0.69,1160778.41,False,False,False,False,False,False,2026-04,1621.2,Moderate
Unit-121,Southern Command,Artillery Support,86,Decommissioned,195.5,19,2026-07-24,Delayed,715.0,0.67,2121703.75,False,False,False,False,False,False,2026-07,2967.42,Moderate
Unit-121,Eastern Command,Communication Equipment,202,Under Maintenance,2471.7,18,2026-06-27,Delivered,746.0,0.8,1020293.84,False,False,False,False,False,False,2026-06,1367.69,High
Unit-100,Western Command,Transport Vehicle,218,Decommissioned,4344.9,28,2026-03-15,Delayed,341.0,0.49,1621396.66,False,False,False,False,False,False,2026-03,4754.83,Low
Unit-127,Eastern Command,Transport Vehicle,29,Awaiting Parts,4510.3,37,2026-06-05,Delivered,270.0,0.81,140970.46,False,False,False,False,False,False,2026-06,522.11,High
Unit-112,Central Command,Engineering Equipment,117,Decommissioned,2235.1,36,2026-08-09,Delayed,333.0,0.85,1317129.78,False,False,False,False,False,False,2026-08,3955.34,High
Unit-124,Central Command,Artillery Support,9,Operational,1241.6,38,2026-01-25,Delayed,110.0,0.42,1495363.89,False,False,False,False,False,False,2026-01,13594.22,Low
Unit-106,Central Command,Transport Vehicle,203,Operational,608.8,20,2026-03-03,Delayed,616.0,0.97,707218.52,False,False,False,False,False,False,2026-03,1148.08,High
Unit-124,Southern Command,Medical Unit,15,Under Maintenance,3001.6,20,2026-06-28,In Transit,50.0,0.74,951709.71,False,False,False,False,False,False,2026-06,19034.19,Moderate
Unit-115,Central Command,Medical Unit,200,Awaiting Parts,3112.8,6,2026-07-16,Delivered,672.0,0.95,375972.71,False,False,False,False,False,False,2026-07,559.48,High
Unit-115,Southern Command,Communication Equipment,40,Decommissioned,3784.6,10,2026-07-25,Cancelled,341.0,0.69,1237131.3,False,False,False,False,False,False,2026-07,3627.95,Moderate
Unit-127,Eastern Command,Transport Vehicle,212,Decommissioned,4480.9,15,2026-03-31,Cancelled,407.0,0.46,1590191.06,False,False,False,False,False,False,2026-03,3907.1,Low
Unit-115,Northern Command,Communication Equipment,225,Awaiting Parts,4556.5,1,2026-03-30,Delivered,322.0,0.55,949672.59,False,False,False,False,False,False,2026-03,2949.29,Low
Unit-103,Western Command,Artillery Support,249,Under Maintenance,253.4,35,2026-08-04,Delivered,703.0,0.9,338440.99,False,False,False,False,False,False,2026-08,481.42,High
Unit-109,Northern Command,Medical Unit,40,Awaiting Parts,4990.9,27,2026-04-11,Delivered,318.0,0.74,345842.86,False,False,False,False,False,False,2026-04,1087.56,Moderate
Unit-106,Central Command,Engineering Equipment,76,Under Maintenance,1310.0,26,2026-04-05,Delivered,605.0,0.81,1250127.18,False,False,False,False,False,False,2026-04,2066.33,High
Unit-103,Northern Command,Communication Equipment,28,Under Maintenance,100.7,0,2026-04-04,Cancelled,372.0,0.46,1456791.93,False,False,False,False,False,False,2026-04,3916.11,Low
Unit-121,Northern Command,Artillery Support,231,Awaiting Parts,2526.9,0,2026-02-19,Delayed,83.0,0.59,1308923.1,False,False,False,False,False,False,2026-02,15770.16,Low
Unit-121,Central Command,Transport Vehicle,79,Operational,2732.7,2,2026-01-31,Cancelled,171.0,0.83,1264695.95,False,False,False,False,False,False,2026-01,7395.88,High
Unit-121,Northern Command,Artillery Support,214,Decommissioned,460.0,7,2026-04-14,Cancelled,244.0,0.43,1165728.79,False,False,False,False,False,False,2026-04,4777.58,Low
Unit-115,Central Command,Communication Equipment,237,Operational,744.3,30,2026-02-07,Delivered,358.0,0.91,1119225.21,False,False,False,False,False,False,2026-02,3126.33,High
Unit-121,Eastern Command,Artillery Support,206,Operational,1737.8,39,2026-06-28,In Transit,638.0,0.71,305598.6,False,False,False,False,False,False,2026-06,478.99,Moderate
Unit-127,Northern Command,Transport Vehicle,87,Awaiting Parts,1007.2,4,2026-04-14,Delayed,32.0,0.54,578676.94,False,False,False,False,False,False,2026-04,18083.65,Low
Unit-103,Northern Command,Transport Vehicle,56,Operational,2481.2,8,2026-04-25,Delivered,476.0,0.75,1509391.57,True,False,False,False,False,False,2026-04,3170.99,Moderate
Unit-115,Central Command,Transport Vehicle,116,Awaiting Parts,2481.2,4,2026-07-25,Delivered,730.0,0.52,2412329.32,True,False,False,False,False,False,2026-07,3304.56,Low
Unit-109,Northern Command,Transport Vehicle,88,Under Maintenance,268.6,16,2026-01-10,Delayed,31.0,0.89,1052037.49,False,False,False,False,False,False,2026-01,33936.69,High
Unit-118,Western Command,Communication Equipment,87,Awaiting Parts,3665.3,27,2026-06-22,Cancelled,92.0,0.83,911566.66,False,False,False,False,False,False,2026-06,9908.33,High
Unit-103,Southern Command,Medical Unit,138,Awaiting Parts,4688.5,22,2026-06-14,Delayed,523.0,0.79,63501.87,False,False,False,False,False,False,2026-06,121.42,Moderate
Unit-118,Eastern Command,Transport Vehicle,245,Operational,4970.0,27,2026-06-09,Cancelled,184.0,0.62,945411.35,False,False,False,False,False,False,2026-06,5138.11,Moderate
Unit-124,Southern Command,Transport Vehicle,221,Decommissioned,2481.2,3,2026-02-19,Delayed,455.0,0.71,1216637.16,True,False,False,False,False,False,2026-02,2673.93,Moderate
Unit-115,Northern Command,Engineering Equipment,141,Operational,1741.7,26,2026-01-09,In Transit,254.0,0.6,1206963.89,False,False,False,False,False,False,2026-01,4751.83,Moderate
Unit-103,Western Command,Artillery Support,74,Operational,3585.8,27,2026-07-03,Delayed,645.0,0.66,1732853.37,False,False,False,False,False,False,2026-07,2686.59,Moderate
Unit-103,Southern Command,Transport Vehicle,201,Awaiting Parts,3560.8,12,2026-07-26,In Transit,308.0,0.56,1544706.63,False,False,False,False,False,False,2026-07,5015.28,Low
Unit-115,Central Command,Communication Equipment,68,Unknown,1775.6,7,2026-05-04,Cancelled,627.0,0.75,583480.4,False,False,True,False,False,False,2026-05,930.59,Moderate
Unit-100,Southern Command,Artillery Support,185,Operational,294.9,26,2026-04-26,Delayed,679.0,0.92,1239658.95,False,False,False,False,False,False,2026-04,1825.71,High
Unit-106,Northern Command,Engineering Equipment,191,Awaiting Parts,1927.9,22,2026-03-23,In Transit,159.0,0.73,954726.26,False,False,False,False,False,False,2026-03,6004.57,Moderate
Unit-100,Southern Command,Communication Equipment,115,Operational,4928.5,38,2026-01-21,Delivered,772.0,0.47,1664423.47,False,False,False,False,False,False,2026-01,2155.99,Low
Unit-109,Northern Command,Medical Unit,169,Decommissioned,3833.3,31,2026-02-08,Delayed,64.0,0.89,1801776.95,False,False,False,False,False,False,2026-02,28152.76,High
Unit-109,Southern Command,Communication Equipment,72,Under Maintenance,543.8,36,2026-08-04,Delayed,506.0,0.75,523157.01,False,False,False,False,False,False,2026-08,1033.91,Moderate
Unit-124,Western Command,Transport Vehicle,55,Operational,461.2,16,2026-04-30,Delayed,96.0,0.88,1595942.28,False,False,False,False,False,False,2026-04,16624.4,High
Unit-124,Western Command,Medical Unit,239,Under Maintenance,2821.8,9,2026-02-09,Cancelled,51.0,0.65,1525174.98,False,False,False,False,False,False,2026-02,29905.39,Moderate
Unit-106,Western Command,Medical Unit,100,Decommissioned,3554.1,23,2026-02-01,Cancelled,585.0,0.47,685943.82,False,False,False,False,False,False,2026-02,1172.55,Low
Unit-103,Southern Command,Medical Unit,79,Decommissioned,2599.1,18,2026-03-25,Cancelled,314.0,0.95,2269508.14,False,False,False,False,False,False,2026-03,7227.73,High
Unit-118,Southern Command,Artillery Support,43,Under Maintenance,4650.6,4,2026-07-27,Delayed,500.0,0.79,1815726.62,False,False,False,False,False,False,2026-07,3631.45,Moderate
Unit-124,Southern Command,Medical Unit,215,Operational,4294.7,27,2026-07-05,In Transit,237.0,0.63,1484064.13,False,False,False,False,False,False,2026-07,6261.87,Moderate
Unit-127,Western Command,Transport Vehicle,192,Decommissioned,4045.5,30,2026-02-07,Delayed,231.0,0.6,1309786.06,False,False,False,False,False,False,2026-02,5670.07,Moderate
Unit-118,Central Command,Transport Vehicle,126,Operational,2241.0,5,2026-01-18,Cancelled,165.0,0.59,470413.29,False,False,False,False,False,False,2026-01,2850.99,Low
Unit-103,Southern Command,Medical Unit,73,Under Maintenance,428.4,33,2026-01-05,Delayed,740.0,0.85,1944625.51,False,False,False,False,False,False,2026-01,2627.87,High
Unit-115,Western Command,Engineering Equipment,8,Decommissioned,2219.8,7,2026-01-29,Cancelled,115.0,0.64,1238157.73,False,False,False,False,False,False,2026-01,10766.59,Moderate
Unit-115,Eastern Command,Communication Equipment,81,Awaiting Parts,325.5,38,2026-03-22,In Transit,70.0,0.6,629045.31,False,False,False,False,False,False,2026-03,8986.36,Moderate
Unit-109,Central Command,Medical Unit,15,Under Maintenance,3569.7,30,2026-08-09,Cancelled,617.0,0.48,1047026.74,False,False,False,False,False,False,2026-08,1696.96,Low
Unit-121,Central Command,Transport Vehicle,152,Decommissioned,1210.5,40,2026-07-22,Cancelled,383.0,0.83,1014133.47,False,False,False,False,False,False,2026-07,2647.87,High
Unit-121,Western Command,Medical Unit,196,Awaiting Parts,1407.3,15,2026-01-04,Delivered,368.0,0.54,2221393.49,False,False,False,False,False,False,2026-01,6036.4,Low
Unit-124,Eastern Command,Medical Unit,136,Awaiting Parts,3888.4,6,2026-06-18,Cancelled,467.0,0.69,668873.35,False,False,False,False,False,False,2026-06,1432.28,Moderate
Unit-118,Northern Command,Engineering Equipment,59,Decommissioned,4629.5,14,2026-05-07,In Transit,755.0,0.65,1722288.37,False,False,False,False,False,False,2026-05,2281.18,Moderate
Unit-115,Central Command,Artillery Support,106,Awaiting Parts,2966.0,13,2026-04-04,Cancelled,182.0,0.48,2344647.74,False,False,False,False,False,False,2026-04,12882.68,Low
Unit-127,Eastern Command,Communication Equipment,208,Operational,3394.4,27,2026-06-05,Cancelled,777.0,0.45,943094.78,False,False,False,False,False,False,2026-06,1213.76,Low
Unit-121,Central Command,Medical Unit,18,Operational,4726.2,30,2026-06-28,Delivered,82.0,0.84,808538.07,False,False,False,False,False,False,2026-06,9860.22,High
Unit-103,Northern Command,Communication Equipment,125,Awaiting Parts,219.2,25,2026-06-10,In Transit,400.0,0.67,620682.79,False,False,False,False,False,False,2026-06,1551.71,Moderate
Unit-112,Central Command,Medical Unit,170,Operational,3269.3,5,2026-05-01,Delayed,515.0,0.93,349360.62,False,False,False,False,False,False,2026-05,678.37,High
Unit-112,Eastern Command,Transport Vehicle,214,Under Maintenance,4332.5,11,2026-08-02,In Transit,270.0,0.7,1311756.75,False,False,False,False,False,False,2026-08,4858.36,Moderate
Unit-109,Central Command,Medical Unit,93,Under Maintenance,2481.2,19,2026-03-17,Delayed,746.0,0.98,207727.08,True,False,False,False,False,False,2026-03,278.45,High
Unit-115,Northern Command,Communication Equipment,194,Awaiting Parts,417.2,28,2026-03-04,Delayed,196.0,0.58,844515.17,False,False,False,False,False,False,2026-03,4308.75,Low
Unit-109,Southern Command,Communication Equipment,106,Operational,2481.2,8,2026-05-19,Delayed,264.0,0.53,593474.77,True,False,False,False,False,False,2026-05,2248.01,Low
Unit-106,Western Command,Transport Vehicle,106,Awaiting Parts,4801.7,22,2026-06-16,Delayed,574.0,0.96,544557.88,False,False,False,False,False,False,2026-06,948.71,High
Unit-106,Western Command,Medical Unit,46,Operational,1643.7,23,2026-08-02,Delivered,439.0,0.49,666130.42,False,False,False,False,False,False,2026-08,1517.38,Low
Unit-115,Southern Command,Medical Unit,77,Awaiting Parts,2675.5,40,2026-01-08,Delayed,714.0,0.84,1743830.19,False,False,False,False,False,False,2026-01,2442.34,High
Unit-103,Northern Command,Communication Equipment,129,Operational,3544.4,34,2026-06-07,Cancelled,426.0,0.8,1421752.4,False,False,False,False,False,False,2026-06,3337.45,High
Unit-127,Southern Command,Medical Unit,14,Awaiting Parts,2934.4,0,2026-07-02,Delivered,539.0,0.56,1357679.33,False,False,False,False,False,False,2026-07,2518.89,Low
Unit-118,Southern Command,Transport Vehicle,7,Operational,4613.1,33,2026-04-07,Delayed,52.0,0.53,1642662.55,False,False,False,False,False,False,2026-04,31589.66,Low
Unit-118,Western Command,Transport Vehicle,12,Under Maintenance,1430.6,34,2026-05-01,Cancelled,790.0,0.45,1009522.72,False,False,False,False,False,False,2026-05,1277.88,Low
Unit-112,Eastern Command,Engineering Equipment,240,Decommissioned,3900.5,28,2026-04-26,Cancelled,797.0,0.74,2303927.06,False,False,False,False,False,False,2026-04,2890.75,Moderate
Unit-103,Western Command,Medical Unit,250,Awaiting Parts,2304.0,29,2026-05-10,In Transit,394.0,0.45,188893.97,False,False,False,False,False,False,2026-05,479.43,Low
Unit-124,Central Command,Medical Unit,171,Operational,4589.3,18,2026-04-22,In Transit,498.0,0.44,749378.78,False,False,False,False,False,False,2026-04,1504.78,Low
Unit-106,Northern Command,Communication Equipment,210,Awaiting Parts,4071.0,0,2026-04-08,Delayed,269.0,0.77,89099.04,False,False,False,False,False,False,2026-04,331.22,Moderate
Unit-109,Western Command,Transport Vehicle,10,Under Maintenance,2384.4,32,2026-04-16,Delivered,639.0,0.97,387245.58,False,False,False,False,False,False,2026-04,606.02,High
Unit-112,Northern Command,Transport Vehicle,192,Awaiting Parts,4369.6,11,2026-08-09,Cancelled,191.0,0.82,1760765.12,False,False,False,False,False,False,2026-08,9218.67,High
Unit-109,Northern Command,Transport Vehicle,129,Decommissioned,4211.2,37,2026-06-26,Cancelled,104.0,0.45,2303455.96,False,False,False,False,False,False,2026-06,22148.62,Low
Unit-103,Western Command,Communication Equipment,82,Awaiting Parts,4608.0,25,2026-01-15,Delayed,668.0,0.43,1371093.53,False,False,False,False,False,False,2026-01,2052.54,Low
Unit-100,Eastern Command,Communication Equipment,24,Awaiting Parts,3679.0,3,2026-06-17,Delivered,135.0,0.43,2056391.81,False,False,False,False,False,False,2026-06,15232.53,Low
Unit-115,Eastern Command,Artillery Support,38,Awaiting Parts,663.1,37,2026-04-23,Delayed,470.0,0.47,1765153.76,False,False,False,False,False,False,2026-04,3755.65,Low
Unit-109,Northern Command,Engineering Equipment,65,Operational,2913.5,14,2026-02-17,In Transit,176.0,0.53,1036086.6,False,False,False,False,False,False,2026-02,5886.86,Low
Unit-100,Central Command,Engineering Equipment,18,Decommissioned,2481.2,4,2026-05-16,Delayed,192.0,0.69,2010827.66,True,False,False,False,False,False,2026-05,10473.06,Moderate
Unit-112,Southern Command,Communication Equipment,179,Operational,2557.0,26,2026-06-30,In Transit,98.0,0.5,1167765.82,False,False,False,False,False,False,2026-06,11915.98,Low
Unit-109,Eastern Command,Transport Vehicle,19,Operational,4575.3,23,2026-01-07,Delayed,369.0,0.95,2056700.94,False,False,False,False,False,False,2026-01,5573.72,High
Unit-118,Eastern Command,Communication Equipment,78,Awaiting Parts,851.5,13,2026-04-25,Delayed,217.0,0.75,354938.98,False,False,False,False,False,False,2026-04,1635.66,Moderate
Unit-127,Southern Command,Artillery Support,212,Under Maintenance,3334.0,5,2026-08-04,Delivered,753.0,0.43,3537507.31875,False,False,False,False,False,True,2026-08,4697.88,Low
Unit-112,Central Command,Transport Vehicle,25,Operational,1063.0,36,2026-05-05,Delayed,287.0,0.96,735570.0,False,False,False,False,False,False,2026-05,2562.96,High
Unit-112,Southern Command,Transport Vehicle,115,Decommissioned,1819.4,1,2026-06-17,Delayed,565.0,0.9,781857.8,False,False,False,False,False,False,2026-06,1383.82,High
Unit-124,Eastern Command,Communication Equipment,9,Under Maintenance,1310.3,12,2026-06-27,Delivered,615.0,0.66,1988385.67,False,False,False,False,False,False,2026-06,3233.15,Moderate
Unit-121,Eastern Command,Artillery Support,35,Under Maintenance,4058.0,35,2026-01-04,In Transit,740.0,0.51,684826.97,False,False,False,False,False,False,2026-01,925.44,Low
Unit-100,Eastern Command,Medical Unit,135,Decommissioned,1939.0,17,2026-07-12,Cancelled,421.0,0.77,1204339.95,False,False,False,False,False,False,2026-07,2860.66,Moderate
Unit-115,Eastern Command,Artillery Support,161,Under Maintenance,4334.6,33,2026-05-11,Delayed,611.0,0.92,321560.35,False,False,False,False,False,False,2026-05,526.29,High
Unit-115,Western Command,Medical Unit,97,Operational,186.2,2,2026-05-23,Cancelled,518.0,0.97,2279303.3,False,False,False,False,False,False,2026-05,4400.2,High
Unit-124,Northern Command,Medical Unit,243,Awaiting Parts,2377.6,29,2026-07-20,Delayed,424.5,0.6,660894.73,False,True,False,False,False,False,2026-07,1556.88,Moderate
Unit-118,Eastern Command,Medical Unit,166,Decommissioned,3081.1,17,2026-07-02,In Transit,642.0,0.53,598473.77,False,False,False,False,False,False,2026-07,932.2,Low
Unit-118,Central Command,Transport Vehicle,26,Operational,4108.6,8,2026-05-19,Delivered,505.0,0.75,1142861.2,False,False,False,False,False,False,2026-05,2263.09,Moderate
Unit-115,Eastern Command,Transport Vehicle,132,Awaiting Parts,153.1,8,2026-01-17,Delayed,424.5,0.98,2191780.45,False,True,False,False,False,False,2026-01,5163.2,High
Unit-100,Eastern Command,Artillery Support,78,Awaiting Parts,2168.9,34,2026-05-09,Cancelled,665.0,0.54,1179224.63,False,False,False,False,False,False,2026-05,1773.27,Low
Unit-115,Central Command,Artillery Support,220,Under Maintenance,1985.1,0,2026-01-01,Delivered,271.0,0.67,2033016.96,False,False,False,False,False,False,2026-01,7501.91,Moderate
Unit-112,Eastern Command,Engineering Equipment,96,Awaiting Parts,2002.3,18,2026-01-29,Delivered,712.0,0.65,1607737.72,False,False,False,False,False,False,2026-01,2258.06,Moderate
Unit-109,Southern Command,Communication Equipment,220,Operational,3762.3,21,2026-03-28,Cancelled,463.0,0.56,2033708.07,False,False,False,False,False,False,2026-03,4392.46,Low
Unit-112,Central Command,Transport Vehicle,188,Operational,7134.462499999999,14,2026-02-08,Unknown,447.0,0.71,2244079.0,False,False,False,True,True,False,2026-02,5020.31,Moderate
Unit-112,Northern Command,Communication Equipment,32,Decommissioned,4428.0,34,2026-06-01,Delayed,424.5,0.8,1182034.06,False,True,False,False,False,False,2026-06,2784.53,High
Unit-100,Northern Command,Communication Equipment,23,Operational,1244.9,32,2026-04-26,Delivered,460.0,0.97,797744.6,False,False,False,False,False,False,2026-04,1734.23,High
Unit-127,Eastern Command,Transport Vehicle,45,Unknown,3429.0,26,2026-01-15,Delayed,608.0,0.61,1979268.63,False,False,True,False,False,False,2026-01,3255.38,Moderate
Unit-100,Northern Command,Transport Vehicle,172,Under Maintenance,4257.4,27,2026-07-25,Delayed,653.0,0.97,1132260.35,False,False,False,False,False,False,2026-07,1733.94,High
Unit-109,Central Command,Engineering Equipment,9,Operational,4838.4,22,2026-02-19,In Transit,71.0,0.5,908063.15,False,False,False,False,False,False,2026-02,12789.62,Low
Unit-121,Central Command,Transport Vehicle,192,Awaiting Parts,2592.1,34,2026-05-07,Delayed,450.0,0.67,2381120.49,False,False,False,False,False,False,2026-05,5291.38,Moderate
Unit-112,Southern Command,Communication Equipment,137,Operational,260.6,4,2026-02-14,Delayed,725.0,0.46,424397.24,False,False,False,False,False,False,2026-02,585.38,Low
Unit-124,Eastern Command,Medical Unit,59,Decommissioned,67.8,2,2026-05-05,Delivered,429.0,0.79,1295040.48,False,False,False,False,False,False,2026-05,3018.74,Moderate
Unit-118,Eastern Command,Transport Vehicle,202,Decommissioned,1934.3,19,2026-02-17,In Transit,168.0,0.66,973647.7,False,False,False,False,False,False,2026-02,5795.52,Moderate
Unit-124,Northern Command,Engineering Equipment,75,Awaiting Parts,4147.3,25,2026-03-27,In Transit,538.0,0.61,548652.18,False,False,False,False,False,False,2026-03,1019.8,Moderate
Unit-109,Southern Command,Medical Unit,248,Under Maintenance,1963.1,40,2026-06-17,Delayed,82.0,0.6,1568633.67,False,False,False,False,False,False,2026-06,19129.68,Moderate
Unit-124,Western Command,Communication Equipment,10,Awaiting Parts,2153.8,21,2026-04-04,Delivered,489.0,0.5,1350750.13,False,False,False,False,False,False,2026-04,2762.27,Low
Unit-106,Western Command,Medical Unit,72,Decommissioned,108.0,39,2026-05-04,Delivered,788.0,0.45,2488849.9,False,False,False,False,False,False,2026-05,3158.44,Low
Unit-112,Western Command,Transport Vehicle,88,Decommissioned,2481.2,38,2026-05-24,Delayed,729.0,0.65,773102.59,True,False,False,False,False,False,2026-05,1060.5,Moderate
Unit-103,Eastern Command,Transport Vehicle,100,Unknown,4394.0,34,2026-08-01,Delayed,425.0,0.91,344894.89,False,False,True,False,False,False,2026-08,811.52,High
Unit-109,Western Command,Communication Equipment,113,Operational,1655.4,20,2026-05-02,Cancelled,502.0,0.82,843857.71,False,False,False,False,False,False,2026-05,1680.99,High
Unit-115,Central Command,Communication Equipment,139,Decommissioned,2337.0,26,2026-02-17,Delivered,728.0,0.67,1586618.36,False,False,False,False,False,False,2026-02,2179.42,Moderate
Unit-115,Central Command,Artillery Support,90,Decommissioned,1705.4,21,2026-06-21,Unknown,535.0,0.62,646383.9,False,False,False,True,False,False,2026-06,1208.19,Moderate
Unit-127,Western Command,Artillery Support,184,Operational,1756.4,22,2026-06-15,Cancelled,386.0,0.57,1745558.46,False,False,False,False,False,False,2026-06,4522.17,Low
Unit-109,Southern Command,Communication Equipment,157,Operational,2753.3,22,2026-06-23,Delivered,767.0,0.54,2209328.48,False,False,False,False,False,False,2026-06,2880.48,Low
Unit-103,Western Command,Communication Equipment,105,Operational,4664.4,22,2026-01-09,Cancelled,618.0,0.59,1287013.36,False,False,False,False,False,False,2026-01,2082.55,Low
Unit-115,Northern Command,Communication Equipment,46,Awaiting Parts,2094.6,1,2026-05-26,Delayed,264.0,0.9,50386.8,False,False,False,False,False,False,2026-05,190.86,High
Unit-127,Northern Command,Communication Equipment,218,Decommissioned,3413.5,28,2026-02-04,Delivered,661.0,0.99,1817918.47,False,False,False,False,False,False,2026-02,2750.25,High
Unit-100,Northern Command,Communication Equipment,44,Decommissioned,4124.5,39,2026-04-21,Delivered,720.0,0.86,840913.77,False,False,False,False,False,False,2026-04,1167.94,High
Unit-103,Northern Command,Transport Vehicle,243,Operational,4707.4,28,2026-08-04,Delivered,213.0,0.87,1638025.8,False,False,False,False,False,False,2026-08,7690.26,High
Unit-118,Eastern Command,Communication Equipment,123,Decommissioned,1104.1,1,2026-01-27,In Transit,322.0,0.98,1097726.76,False,False,False,False,False,False,2026-01,3409.09,High
Unit-112,Central Command,Artillery Support,75,Decommissioned,2525.4,11,2026-03-11,Delivered,276.0,0.42,95163.05,False,False,False,False,False,False,2026-03,344.79,Low
Unit-115,Southern Command,Engineering Equipment,103,Decommissioned,1625.4,26,2026-04-09,Cancelled,424.5,0.63,1054432.52,False,True,False,False,False,False,2026-04,2483.94,Moderate
Unit-103,Western Command,Engineering Equipment,87,Under Maintenance,860.8,14,2026-05-02,In Transit,285.0,0.95,591831.91,False,False,False,False,False,False,2026-05,2076.6,High
Unit-109,Northern Command,Transport Vehicle,57,Under Maintenance,440.1,18,2026-04-26,Delivered,29.0,0.74,699158.41,False,False,False,False,False,False,2026-04,24108.91,Moderate
Unit-100,Eastern Command,Medical Unit,192,Under Maintenance,2715.9,14,2026-05-13,Delayed,637.0,0.5,2187323.44,False,False,False,False,False,False,2026-05,3433.79,Low
Unit-118,Eastern Command,Artillery Support,88,Under Maintenance,2769.5,25,2026-06-16,In Transit,138.0,0.48,2265839.9,False,False,False,False,False,False,2026-06,16419.13,Low
Unit-109,Southern Command,Medical Unit,53,Under Maintenance,965.1,25,2026-01-20,In Transit,730.0,0.93,1657537.21,False,False,False,False,False,False,2026-01,2270.6,High
Unit-118,Central Command,Communication Equipment,167,Decommissioned,2936.4,29,2026-02-23,Delayed,339.0,0.54,1535346.89,False,False,False,False,False,False,2026-02,4529.05,Low
Unit-100,Northern Command,Engineering Equipment,91,Awaiting Parts,1364.3,15,2026-01-18,Delivered,791.0,0.76,2079371.64,False,False,False,False,False,False,2026-01,2628.79,Moderate
Unit-115,Northern Command,Medical Unit,130,Operational,251.2,8,2026-01-22,In Transit,757.0,0.71,182949.08,False,False,False,False,False,False,2026-01,241.68,Moderate
Unit-109,Southern Command,Communication Equipment,162,Under Maintenance,1521.4,30,2026-05-10,Delayed,483.0,0.81,2358113.59,False,False,False,False,False,False,2026-05,4882.22,High
Unit-121,Northern Command,Transport Vehicle,73,Operational,2481.2,31,2026-04-11,In Transit,382.0,0.98,261615.98,True,False,False,False,False,False,2026-04,684.86,High
Unit-127,Central Command,Medical Unit,229,Under Maintenance,541.6,17,2026-03-30,Cancelled,429.0,0.73,454977.73,False,False,False,False,False,False,2026-03,1060.55,Moderate
Unit-103,Central Command,Medical Unit,183,Awaiting Parts,2043.8,31,2026-01-14,Delivered,426.0,0.86,532720.14,False,False,False,False,False,False,2026-01,1250.52,High
Unit-127,Northern Command,Medical Unit,63,Decommissioned,3307.7,37,2026-06-24,Delayed,466.0,0.45,2248978.93,False,False,False,False,False,False,2026-06,4826.14,Low
Unit-118,Northern Command,Communication Equipment,98,Awaiting Parts,4302.2,38,2026-05-27,In Transit,550.0,0.44,2233614.65,False,False,False,False,False,False,2026-05,4061.12,Low
